Facility Id,Facility Name,Facility Type,Bed Capacity,Region,Licence Issue Date,Inspection Date,Gps Location,Remarks
HF-004589,"Thomas, Robbins And Stein Infirmary",Polyclinic,0,St. George,2022-12-13,2025-06-02,"-58.9259, 12.70072",-
HF-004590,Hudson-Hogan,-,0,-,2018-10-10,2022-12-20,"12.92615, -58.78355",-
HF-004591,"Williams,-Watson-And-Cummings Health Centre",-,255,St. John,2019-12-11,2022-08-05,-,-
HF-004592,Poole-And-Sons,Hospital,58,-,2020-05-01,2022-03-31,"13.08255, -58.94135",-
HF-004593,Nelson Infirmary,Community Health Center,421,-,2017-01-01,2025-01-20,"12.77267, -58.99211",-
HF-004594,Ramos-Alvarado Infirmary,Hospital,0,-,2018-11-26,2025-12-24,"-59.13651, 13.15019",-
HF-004595,Wiley-Walker Infirmary,Hospital,0,Christ Church,2019-10-12,2022-04-19,"124248.0, 585526.0",-
HF-004596,"Williams, Cannon And Smith",Polyclinic,127,-,2016-01-14,2020-12-17,-,Good
HF-004597,"Anderson, Chambers And Harvey Health Centre",Polyclinic,10,-,2017-07-28,2019-11-04,"-58.951, 13.13175",-
HF-004598,Sanders Ltd Health Centre,-,0,-,2019-02-10,2021-08-20,"-59.19553, 12.94648",Good
HF-004599,"Lamb, Brown And Morales Polyclinic",-,151,-,2019-07-11,2023-11-01,"13355.0, 59032.0",-
HF-004600,Fitzpatrick And Sons Medical Center,Polyclinic,0,-,2021-03-02,2023-04-18,"-59.18238, 12.98557",Needs upgrade
HF-004601,"Wheeler, Martinez And Smith Health Centre",Community Health Center,0,-,2019-12-24,2023-04-18,-,-
HF-004602,Barry-Livingston,Community Health Center,0,-,2022-06-09,2025-02-28,"-59.29705, 13.0006",-
HF-004603,"Savage, Taylor And Powell",Polyclinic,2,St. John,2024-06-04,2025-11-02,"13.27702, -59.19483",-
HF-004604,"Kline, Conner And Hudson Infirmary",Community Health Center,396,-,2023-07-14,2023-10-03,"-58.73166, 12.92052",-
HF-004605,Johnson-Drake Clinic,Polyclinic,83,St. George,2018-04-12,2024-02-03,-,-
HF-004606,"Johnson, Baker And Ayers Infirmary",Community Health Center,69,-,2021-01-05,2025-02-06,"13.15111, -58.91063",-
HF-004607,Jackson-Jackson Clinic,Polyclinic,33,-,2023-03-14,2025-07-20,-,-
HF-004608,Dougherty-Nash Hospital,Community Health Center,10,St. James,2018-05-18,2024-10-02,"-58.96964, 13.24915",-
HF-004609,Calhoun-Bradshaw,Polyclinic,219,St. Peter,2021-05-05,2022-01-22,"-58.77102, 13.06474",-
HF-004610,"Quinn,-Washington-And-Fisher Clinic",Community Health Center,161,St. Andrew,2023-04-10,2024-12-11,-,-
HF-004611,Holt-Jordan Health Centre,-,0,-,2020-07-21,2020-10-19,"-59.29744, 12.85137",-
HF-004612,Jimenez-Montgomery Clinic,Community Health Center,0,-,2023-04-30,2024-05-12,"-59.22495, 13.21036",-
HF-004613,Herrera Llc Polyclinic,Community Health Center,130,St. George,2019-12-30,2022-04-08,-,Reinspection due
HF-004614,Dixon Inc Clinic,Polyclinic,390,-,2016-01-14,2018-01-06,"13.04479, -59.08096",Follow-up 2023
HF-004615,Holland Group Polyclinic,Community Health Center,164,St. Andrew,2016-03-07,2021-07-16,"124334.0, 58533.0",-
HF-004616,Baker Group Hospital,Community Health Center,0,-,2020-08-07,2022-05-25,-,Reinspection due
HF-004617,Marsh-Eaton Polyclinic,Community Health Center,0,St. Andrew,2018-08-21,,"-59.24864, 13.18241",-
HF-004618,Pugh-,Polyclinic,284,-,2020-02-15,2023-02-10,"-59.10201, 12.95287",-
HF-004619,Martinez-Simon Hospital,Hospital,477,-,2019-08-21,2025-11-18,-,Reinspection due
HF-004620,Martin-Mcdonald Hospital,Hospital,10,-,2018-09-21,2025-07-31,"-58.70331, 13.28342",-
HF-004621,Wilson Group Hospital,Community Health Center,10,St. John,2020-12-15,2023-06-30,"-58.83096, 13.10652",Needs upgrade
HF-004622,Wright-Pugh Medical Center,Community Health Center,489,St. Joseph,2018-04-25,2018-05-08,"-58.89921, 13.04593",-
HF-004623,Newton Llc Health Centre,Community Health Center,222,-,2017-03-24,2018-05-29,"12.76244, -58.89741",Reinspection due
HF-004624,Kim Llc Health Centre,-,0,-,2016-03-19,2020-06-29,"131420.0, 59445.0",-
HF-004625,"Weiss, Gomez And Galvan Health Centre",Hospital,29,-,2024-07-06,2025-05-28,-,-
HF-004626,Gill Llc Health Centre,Polyclinic,432,-,2018-06-17,2024-10-04,-,Needs upgrade
HF-004627,Parker-Schultz Hospital,Polyclinic,121,-,2020-03-31,2022-08-13,-,Follow-up 2023
HF-004628,Dalton,Community Health Center,0,-,2019-05-06,2025-07-31,"12495.0, 585036.0",Follow-up 2023
HF-004629,"Price, Williams And Perez",Polyclinic,137,-,2025-01-08,2025-12-19,"125238.0, 59255.0",-
HF-004630,Alvarez Inc Health Centre,Community Health Center,1,-,2020-07-23,2024-08-30,"13.14603, -58.94697",-
HF-004631,Diaz-Turner Medical Center,Community Health Center,0,-,2021-05-03,2025-12-15,"-59.2391, 13.27469",-
HF-004632,Hudson-Perez Medical Center,Community Health Center,462,-,2017-03-10,2022-06-15,-,Good
HF-004633,Elliott Inc Medical Center,Community Health Center,0,-,2019-01-02,2019-05-22,-,-
HF-004634,"Rodriguez,-Miles-And-Roberts Medical Center",Polyclinic,278,-,2017-02-22,2022-02-10,"-58.89325, 12.70341",Needs upgrade
HF-004635,Mahoney Llc Hospital,Polyclinic,113,St. Michael,2020-08-07,2022-07-02,"-59.09783, 13.07835",Good
HF-004636,"Watson, Hinton And Harris",Polyclinic,37,-,2022-09-07,2024-10-11,-,Reinspection due
HF-004637,Lawson-Douglas,Hospital,302,-,2017-02-26,2022-05-12,"131440.0, 584918.0",-
HF-004638,Nixon Hospital,Polyclinic,174,-,2016-02-23,2024-06-12,"13.22972, -59.2538",Good
HF-004639,Weaver-Jones,Hospital,498,-,2020-12-01,2022-08-29,-,Reinspection due
HF-004640,Morris Group Polyclinic,Polyclinic,219,-,2019-03-26,2020-09-22,"-58.7659, 13.27134",Follow-up 2023
HF-004641,Jarvis-Inc,Community Health Center,10,-,2016-02-13,2022-11-11,-,-
HF-004642,Osborne Group,Polyclinic,0,-,2017-04-04,2020-11-02,"12.91426, -59.06797",Good
HF-004643,Brown-Harrison,Polyclinic,316,-,2019-10-16,2020-06-18,-,-
HF-004644,Dixon-Inc Hospital,Polyclinic,0,St. James,2017-02-06,2023-01-07,"125326.0, 591027.0",Reinspection due
HF-004645,Martin-Bean Clinic,Community Health Center,8,St. Joseph,2020-09-08,2024-08-08,-,Reinspection due
HF-004646,Martin-Bean Clin,Community Health Center,8,St. Joseph,2020-09-08,2024-08-08,-,Reinspection due
HF-004647,Howell-Conley Infirmary,Community Health Center,0,-,2017-05-22,2025-07-09,"-58.92968, 13.12382",-
HF-004648,Weaver Hospital,Community Health Center,467,-,2021-09-02,2024-05-01,-,-
HF-004649,Charles Ltd Health Centre,Community Health Center,1,-,2020-11-15,2024-12-12,"13.19465, -59.07037",Needs upgrade
HF-004650,Wells-Irwin Hospital,Polyclinic,439,-,2018-12-23,2021-06-13,"-59.2905, 12.87905",Needs upgrade
HF-004651,Dunn Llc Health Centre,Community Health Center,0,-,2021-03-10,2023-01-03,"-59.17779, 12.91983",-
HF-004652,Mueller-Miller,Community Health Center,287,-,2020-11-28,2023-04-05,"13513.0, 58496.0",-
HF-004653,Huynh,Community Health Center,10,-,2019-12-05,2020-05-08,"-58.86084, 13.21836",Follow-up 2023
HF-004654,James,Community Health Center,344,-,2018-01-21,2022-05-07,"-58.81333, 13.05797",Follow-up 2023
HF-004655,"Wilson, Campbell And Harris Clinic",-,0,-,2019-01-27,2025-08-28,"-59.06069, 13.10405",-
HF-004656,Byrd-Stevens Medical Center,Community Health Center,10,-,2024-12-14,2025-02-10,-,-
HF-004657,Sullivan And Sons Health Centre,-,285,-,2019-03-06,2024-06-27,-,-
HF-004658,"Martin,-Kim-And-Tucker Polyclinic",Polyclinic,138,-,2025-09-27,,-,-
HF-004659,"Sanchez, Morales And Hatfield Clinic",Polyclinic,14,-,2022-11-01,2025-10-27,"-59.07029, 13.00563",-
HF-004660,"Stafford, Garcia And Roman",Community Health Center,110,-,2024-02-20,2024-06-06,"-58.98862, 12.82086",-
HF-004661,Gordon-Harmon,Hospital,251,St. Michael,2018-06-05,2022-01-02,"-58.72758, 12.95166",-
HF-004662,Garcia Inc,Community Health Center,209,-,2021-06-04,2023-04-17,-,-
HF-004663,Lee-Holloway Infirmary,Hospital,0,St. Joseph,2018-06-25,2025-07-31,-,-
HF-004664,Harris Llc Medical Center,Polyclinic,10,St. Michael,2022-09-07,2024-05-30,"-59.01892, 13.00551",Good
HF-004665,Wright-Blair,Community Health Center,0,-,2017-12-08,2025-11-30,-,-
HF-004666,"Nelson, Warner And Snyder Polyclinic",Hospital,0,-,2019-04-02,2019-04-27,"12.88267, -59.26492",-
HF-004667,Thomas Llc,Community Health Center,0,-,2017-05-28,2025-01-08,-,Reinspection due
HF-004668,Reed Llc,Hospital,10,-,2018-09-10,2021-11-03,"13.19837, -59.0633",-
HF-004669,Gonzalez Infirmary,Polyclinic,155,-,2019-07-19,2020-11-23,"-58.79269, 13.05792",Reinspection due
HF-004670,Hall Group Polyclinic,-,10,St. George,2017-09-28,2021-03-01,-,Follow-up 2023
HF-004671,Porter-Gay Clinic,Community Health Center,275,-,2021-09-11,2025-10-08,"12.97418, -59.15962",-
HF-004672,"Dean, Jackson And Parker Polyclinic",Polyclinic,0,-,2020-04-25,2022-07-28,-,Good
HF-004673,Hamilton-Nunez Polyclinic,-,0,-,2020-11-07,2025-05-30,-,Follow-up 2023
HF-004674,"Gonzalez, Jackson And Dennis Clinic",Polyclinic,81,-,2018-06-26,2019-09-20,-,Good
HF-004675,Summers-Ltd Hospital,-,203,St. Michael,2020-04-23,2022-11-07,"13.16431, -58.78525",Follow-up 2023
HF-004676,Thompson,-,293,St. Peter,2018-05-27,2022-12-28,-,-
HF-004677,Fisher Llc Infirmary,Community Health Center,75,-,2018-05-28,2023-02-10,-,-
HF-004678,"Oconnor, Little And English",Community Health Center,489,-,2018-09-16,2022-02-10,"13.12026, -58.71015",-
HF-004679,"Ramirez, Fischer And Chavez",Hospital,437,-,2018-10-09,2022-09-08,-,-
HF-004680,Ibarra-Group,Community Health Center,0,-,2016-04-02,2019-08-06,-,-
HF-004681,Ellis-Gomez Hospital,Polyclinic,300,St. Joseph,2020-10-24,2020-11-20,"125536.0, 59015.0",Follow-up 2023
HF-004682,Davis-Larson Polyclinic,Polyclinic,10,St. John,2021-08-12,2023-05-20,"-59.01374, 12.97376",Needs upgrade
HF-004683,George And Sons Hospital,Community Health Center,10,-,2022-09-01,2025-08-08,-,Reinspection due
HF-004684,"Martinez,-Cook-And-Stevens",Polyclinic,0,-,2019-08-10,2025-08-16,"-59.00094, 12.8244",-
HF-004685,"Nunez, Lopez And Wheeler Hospital",-,10,-,2020-01-30,2021-09-29,-,-
HF-004686,Brennan And Sons,Hospital,97,-,2020-11-24,2021-06-08,"-59.15359, 12.79777",-
HF-004687,Bass-Porter Hospital,-,47,-,2019-03-27,2022-12-09,"13912.0, 59150.0",-
HF-004688,Marquez-Cole Infirmary,Community Health Center,73,-,2016-09-14,2021-09-01,-,-
HF-004689,Martinez Inc Clinic,Community Health Center,0,-,2018-01-03,2024-10-11,"-59.23527, 12.85819",Reinspection due
HF-004690,Peterson Inc Hospital,Hospital,373,-,2022-01-29,2025-12-22,-,Follow-up 2023
HF-004691,"Young,-Rios-And-Reyes Hospital",Community Health Center,0,-,2023-07-14,2024-04-17,"-59.12325, 12.85479",-
HF-004692,"Wilkins, Wright And Woods Clinic",Community Health Center,109,-,2021-03-29,2025-01-09,"12420.0, 59656.0",-
HF-004693,"Wilkins, Wright And Woods Clin",Community Health Center,109,-,2021-03-29,2025-01-09,"12420.0, 59656.0",-
HF-004694,Reynolds-Webb Infirmary,Polyclinic,459,-,2019-04-04,2024-11-09,"13.01461, -58.89039",Needs upgrade
HF-004695,"Patterson, Adams And Blevins",Community Health Center,78,St. Lucy,2020-07-27,2020-10-14,"12510.0, 585934.0",-
HF-004696,"Williams,-Alvarez-And-Simpson Clinic",Community Health Center,0,-,2019-11-24,2020-05-03,-,-
HF-004697,Vaughan-Llc Clinic,Polyclinic,269,-,2018-03-02,2021-03-04,"-58.82462, 12.79984",-
HF-004698,"Richardson, Serrano And Newman",Community Health Center,0,-,2023-05-20,2024-07-31,"13.27005, -58.71501",Reinspection due
HF-004699,"Davis, Jackson And Vasquez",Community Health Center,290,-,2018-08-05,2019-06-10,-,Good
HF-004700,"Gardner,-Barnes-And-Mccormick Polyclinic",Community Health Center,307,-,2020-08-02,2021-03-31,"13.10952, -58.90789",-
HF-004701,Hernandez-Cooper,-,481,-,2018-04-27,2018-09-14,"-58.78193, 13.18749",Good
HF-004702,Torres-Gonzalez,Community Health Center,442,-,2018-07-17,2019-08-20,-,-
HF-004703,Nielsen Infirmary,Community Health Center,0,-,2022-10-27,2025-06-21,"-58.78212, 12.7518",Good
HF-004704,Galvan-Hart Clinic,-,100,St. Andrew,2018-05-18,2021-04-05,"-58.94817, 13.05551",-
HF-004705,Joseph-Ramirez,Hospital,0,-,2021-08-28,2024-07-03,"13941.0, 585412.0",-
HF-004706,Lewis Ltd Medical Center,Community Health Center,265,-,2020-09-12,2021-11-09,"-59.26397, 13.07059",Good
HF-004707,Hunt-Shelton Clinic,Community Health Center,0,-,2021-10-10,2024-12-29,-,Reinspection due
HF-004708,"Barnes,-Martinez-And-Moore Polyclinic",Hospital,79,St. Lucy,2021-05-12,2024-05-28,"13.11562, -59.24961",-
HF-004709,Williams Group Hospital,Hospital,0,-,2018-12-15,2024-11-26,"-59.10771, 12.87458",-
HF-004710,Roy-Williams Medical Center,-,0,St. Peter,2020-07-24,2023-04-04,"-58.88719, 13.20873",Good
HF-004711,"Phillips, Luna And Moss Polyclinic",Polyclinic,0,-,2022-02-07,2025-04-11,"-58.93011, 12.93315",-
HF-004712,Bennett Llc Hospital,Community Health Center,10,St. Michael,2016-11-24,2018-11-06,"13.16311, -59.00323",-
HF-004713,Hernandez-Caldwell Polyclinic,Community Health Center,0,-,2020-05-08,2024-04-23,"-59.14139, 12.84999",-
HF-004714,"Johnson, Farrell And Jones Medical Center",-,0,St. Andrew,2020-03-26,2025-08-18,-,-
HF-004715,"Warner, Lowery And Collins Hospital",Community Health Center,144,-,2024-03-02,2025-06-02,-,Reinspection due
HF-004716,Barrett Ltd Health Centre,Hospital,0,-,2019-08-09,2022-01-05,"12.77898, -59.18",Follow-up 2023
HF-004717,Mills Ltd,Polyclinic,322,St. George,2021-01-05,2022-04-14,-,Follow-up 2023
HF-004718,Barber-Diaz Clinic,Hospital,10,-,2021-09-07,2024-11-07,"12.72168, -59.01962",-
HF-004719,"Watkins,-Jones-And-Taylor",Community Health Center,0,-,2020-12-23,2025-06-30,"-58.81635, 12.9506",-
HF-004720,Price-Anderson Medical Center,Polyclinic,0,-,2018-11-19,2020-01-09,-,Good
HF-004721,Washington-Anderson Hospital,Community Health Center,264,-,2018-02-18,2024-08-21,-,-
HF-004722,Lamb-Diaz Infirmary,Hospital,0,-,2021-02-20,2022-05-02,"-58.89184, 13.16867",-
HF-004723,"Walters, Brown And Bryan Infirmary",Polyclinic,127,-,2017-07-23,2020-12-19,"13350.0, 59158.0",Reinspection due
HF-004724,Campbell-Gibbs Medical Center,Community Health Center,0,St. Lucy,2022-01-16,2022-10-26,"-58.73109, 13.08613",-
HF-004725,Gray-Marshall Hospital,Community Health Center,178,St. Peter,2019-01-22,2024-02-01,-,-
HF-004726,"Best, Bates And Gordon",Community Health Center,0,-,2018-10-05,2020-02-09,"124535.0, 585414.0",-
HF-004727,"Davis,-Copeland-And-Franklin Infirmary",Community Health Center,185,-,2018-02-20,2025-03-03,"12.77028, -58.75991",Follow-up 2023
HF-004728,Mcdowell-Hernandez Hospital,Community Health Center,434,-,2016-10-08,2025-10-24,-,Follow-up 2023
HF-004729,"Harris,-Shannon-And-Hopkins Infirmary",Community Health Center,10,-,2018-08-14,2025-07-31,-,-
HF-004730,Jones-Matthews,Polyclinic,315,-,2021-01-11,2021-01-14,"13.15424, -58.9557",Reinspection due
HF-004731,Mills-Taylor Health Centre,Community Health Center,60,-,2019-11-20,2025-10-15,"-59.26228, 12.85388",Follow-up 2023
HF-004732,"Forbes, Zimmerman And Payne Infirmary",Polyclinic,337,-,2022-09-13,2024-05-20,-,Reinspection due
HF-004733,"Stewart, Oconnor And Lopez Clinic",Polyclinic,359,-,2016-04-18,2023-12-31,"-59.16087, 13.25459",Reinspection due
HF-004734,"Trevino, Zuniga And Hamilton Clin",Polyclinic,430,-,2020-09-24,2025-12-16,-,Follow-up 2023
HF-004735,"Trevino, Zuniga And Hamilton Clinic",Polyclinic,430,-,2020-09-24,2025-12-16,-,Follow-up 2023
HF-004736,Daniel-Martinez Clinic,Community Health Center,0,St. John,2018-12-23,2020-04-18,-,Follow-up 2023
HF-004737,Daniel-Martinez Clin,Community Health Center,0,St. John,2018-12-23,2020-04-18,-,Follow-up 2023
HF-004738,Mitchell-Perez Infirmary,Polyclinic,353,-,2021-07-06,2021-11-01,"13135.0, 584354.0",Reinspection due
HF-004739,Cortez-Pierce,Community Health Center,85,-,2018-01-19,2020-10-25,"-58.95582, 13.23495",Needs upgrade
HF-004740,Bauer-Mitchell Hospital,Hospital,331,-,2018-03-01,2021-11-27,"-59.25813, 13.26115",Needs upgrade
HF-004741,Smith And Sons Clinic,Hospital,247,-,2019-12-27,2025-02-05,-,Follow-up 2023
HF-004742,Smith And Sons Clin,Hospital,247,-,2019-12-27,2025-02-05,-,Follow-up 2023
HF-004743,Cabrera-Ross Health Centre,Polyclinic,19,-,2017-04-13,2025-03-08,"-59.23678, 12.89686",Needs upgrade
HF-004744,"Kennedy, Bryant And Hicks",Community Health Center,10,-,2018-01-04,2018-11-11,"131539.0, 584418.0",-
HF-004745,"White, Farmer And Valdez Medical Center",-,9,-,2018-03-23,2023-04-27,"-58.86584, 13.05437",-
HF-004746,Rogers Group,Hospital,0,St. John,2018-08-07,2020-07-23,-,-
HF-004747,Carr-Rodriguez Polyclinic,Polyclinic,11,-,2020-12-17,2024-10-26,-,-
HF-004748,Caldwell-Gonzalez Hospital,Polyclinic,0,-,2019-04-06,2021-11-20,"13.14922, -58.93633",-
HF-004749,Young And Sons Health Centre,-,0,-,2017-02-21,2021-12-11,-,-
HF-004750,Everett-Hebert Clinic,Hospital,229,-,2016-05-30,2021-06-13,-,Reinspection due
HF-004751,Howard-Smith Clinic,Polyclinic,0,-,2021-12-27,2024-01-03,-,Needs upgrade
HF-004752,Butler-Mendez Polyclinic,Community Health Center,246,St. Michael,2022-08-15,2025-07-05,"13043.0, 591510.0",-
HF-004753,Hester-Moreno Hospital,Community Health Center,0,-,2021-06-07,2024-06-05,"-59.00435, 12.74818",-
HF-004754,"Trujillo, King And Weber Hospital",Hospital,0,-,2023-09-08,2024-03-20,"-59.0179, 13.05048",-
HF-004755,"Hart, Heath And Perez Infirmary",Hospital,10,St. John,2016-12-07,2021-01-12,"12.90458, -58.84705",-
HF-004756,Richardson-Sims Hospital,Community Health Center,0,-,2016-01-03,2023-03-19,"-58.90907, 13.10687",-
HF-004757,"Dixon, Brock And Griffin Infirmary",Community Health Center,334,-,2023-05-02,2024-09-20,-,-
HF-004758,"Sanchez, Santos And Bean",Polyclinic,0,-,2019-05-09,2022-11-08,"13934.0, 584259.0",-
HF-004759,"Mcdaniel, Williams And Powers Hospital",-,0,-,2022-08-29,2024-08-17,"-58.84816, 12.79589",-
HF-004760,"Sullivan,-Cox-And-Collins",Polyclinic,48,-,2021-02-03,2025-09-29,-,-
HF-004761,Leach Hospital,Community Health Center,6,-,2016-05-09,2024-08-18,"-59.04777, 13.24391",-
HF-004762,Weaver-Reynolds Polyclinic,Community Health Center,0,St. George,2021-05-24,2023-05-27,-,Needs upgrade
HF-004763,"Little, Evans And Campos Medical Center",-,0,-,2019-08-12,2019-09-06,"12.93785, -58.77973",-
HF-004764,Mckinney-Ltd,Community Health Center,20,St. James,2017-02-25,2024-08-09,"12.98825, -58.71445",-
HF-004765,Sullivan-Arnold,Polyclinic,389,-,2020-01-03,2023-10-07,"13.11629, -58.8884",Good
HF-004766,Miller Llc Hospital,Community Health Center,210,-,2020-01-15,2022-12-11,"131637.0, 59845.0",Reinspection due
HF-004767,Combs Ltd,Polyclinic,376,-,2021-07-17,2022-11-09,"13.06352, -59.11983",-
HF-004768,Clark-Collier Hospital,Polyclinic,10,-,2018-03-31,2021-09-01,"13.25298, -59.2392",Needs upgrade
HF-004769,Good-Bailey Medical Center,Polyclinic,314,-,2019-06-28,2025-06-07,"12.77955, -59.19385",Follow-up 2023
HF-004770,Chandler-Price,Polyclinic,0,-,2018-03-06,2019-03-19,"-59.12533, 12.92",Follow-up 2023
HF-004771,Allen-Johnson,Polyclinic,181,-,2016-07-23,2024-02-08,"13311.0, 584714.0",-
HF-004772,"Thompson, Hunt And Estrada Polyclinic",Community Health Center,291,St. Andrew,2021-03-07,2021-10-02,"13356.0, 584550.0",Needs upgrade
HF-004773,Smith-Bell Health Centre,Polyclinic,0,-,2018-03-06,2020-11-12,-,-
HF-004774,Glenn-Weaver,Polyclinic,47,-,2018-01-10,2023-10-27,"-58.9271, 13.22883",-
HF-004775,Perez Llc Clinic,Community Health Center,0,-,2019-02-27,2020-05-26,-,Reinspection due
HF-004776,Roberts-Miller Medical Center,Polyclinic,304,-,2018-05-19,2022-10-03,-,Reinspection due
HF-004777,"Nelson, Villarreal And Johnson Hospital",Community Health Center,0,-,2018-07-29,2019-10-21,"-59.02045, 12.77873",Follow-up 2023
HF-004778,"Johnson,-Stevens-And-Norton",Community Health Center,10,-,2021-03-22,2021-10-14,"-58.82018, 13.18478",-
HF-004779,Romero Ltd,Polyclinic,0,St. Andrew,2023-06-08,2024-01-18,"-58.91591, 13.28009",-
HF-004780,Hodges-Riley,Polyclinic,253,-,2019-08-02,2021-02-01,-,-
HF-004781,"Guerra,-Carter-And-Bryant",Community Health Center,0,-,2016-06-03,2021-10-31,"13.28273, -59.13829",Needs upgrade
HF-004782,Miller Inc Health Centre,Polyclinic,10,-,2018-06-21,2021-12-10,"13.02399, -59.18478",-
HF-004783,Chase Llc,Community Health Center,0,-,2019-10-06,2020-05-08,"-58.70045, 12.82675",-
HF-004784,Vasquez-Robertson,Community Health Center,85,St. Joseph,2021-12-07,2021-12-13,"-58.83715, 12.96189",-
HF-004785,Owens-Owens Clinic,Community Health Center,0,St. Andrew,2020-11-06,2025-01-21,"12.78265, -59.01332",Good
HF-004786,Diaz Polyclinic,-,313,St. George,2022-11-06,2024-12-28,"13.21446, -59.07295",Needs upgrade
HF-004787,"Garza,-Hensley-And-Jones Polyclinic",Polyclinic,0,-,2016-09-21,2021-01-05,"12.74059, -59.24808",-
HF-004788,"Mullins, Nixon And Henry",Hospital,0,St. Joseph,2020-03-20,2022-04-13,"-59.21805, 13.22272",-
HF-004789,Garcia-Cole Clinic,Community Health Center,229,-,2018-05-06,2021-04-07,"-58.88439, 13.21414",-
HF-004790,Olson-Gonzalez Hospital,Polyclinic,0,-,2016-02-29,2023-12-23,-,-
HF-004791,Boyd-Campbell Hospital,Community Health Center,156,-,2019-12-20,2025-04-22,"12.70572, -58.94264",Follow-up 2023
HF-004792,Preston Health Centre,Community Health Center,167,St. Joseph,2021-09-09,2023-11-04,"-59.24731, 12.95079",-
HF-004793,"Glover, Lewis And Summers Polyclinic",Community Health Center,0,St. Lucy,2019-12-24,2024-03-02,"-59.21699, 13.27681",-
HF-004794,"Bennett, Estrada And Reese Infirmary",Community Health Center,0,-,2018-07-25,2020-02-04,"125255.0, 59535.0",Reinspection due
HF-004795,Smith Ltd Infirmary,Community Health Center,500,-,2019-03-24,2025-10-27,-,Needs upgrade
HF-004796,Lin And Sons Infirmary,Hospital,395,-,2024-03-05,2025-06-03,-,Follow-up 2023
HF-004797,Gibbs Inc Medical Center,Polyclinic,76,-,2021-12-11,2022-06-18,"13948.0, 584748.0",Good
HF-004798,"Flores, Patrick And Gaines Hospital",Hospital,73,-,2021-05-12,2024-11-06,"-59.10996, 12.83093",-
HF-004799,Robinson-Newton Hospital,-,10,St. Peter,2023-05-16,2023-10-19,-,-
HF-004800,Scott-Ltd Polyclinic,Polyclinic,346,-,2018-08-26,2023-04-24,-,Needs upgrade
HF-004801,Castillo Inc Health Centre,-,0,-,2022-06-17,2025-07-24,"13.04911, -58.86881",Reinspection due
HF-004802,"Buck,-Wilcox-And-Gardner",Community Health Center,29,-,2018-03-30,2023-08-25,"-59.26581, 13.18614",-
HF-004803,Mcdonald-Graves Medical Center,-,31,-,2023-02-17,,"-59.22979, 12.94352",Follow-up 2023
HF-004804,"Miller,-Perez-And-Roberts Hospital",Polyclinic,141,-,2021-12-13,2023-03-08,"13.15508, -58.82979",Good
HF-004805,"Ballard, Rhodes And Greene Hospital",Polyclinic,414,-,2018-03-29,2021-05-22,"-58.82319, 13.00747",Good
HF-004806,Molina Llc Hospital,Polyclinic,239,-,2021-01-09,2022-10-07,-,-
HF-004807,Stanley And Sons Hospital,Hospital,17,St. Michael,2021-10-18,2022-04-22,"124832.0, 591743.0",Follow-up 2023
HF-004808,Taylor-Jones,Polyclinic,302,-,2017-10-16,2023-11-20,-,-
HF-004809,"Thompson,-Adams-And-Molina Medical Center",Community Health Center,0,-,2019-03-04,2022-02-24,"125055.0, 59942.0",Good
HF-004810,Price-Miller,Polyclinic,10,St. Peter,2024-09-17,2025-04-19,"13313.0, 59448.0",Reinspection due
HF-004811,"Arellano,-Castaneda-And-Evans",Polyclinic,487,-,2018-08-22,2024-05-12,-,Good
HF-004812,"Goodman, Jordan And Thornton Medical Center",Community Health Center,0,St. Michael,2017-01-06,2023-03-13,"131559.0, 585411.0",-
HF-004813,Taylor Inc Hospital,-,0,-,2019-05-20,2023-12-19,-,-
HF-004814,"Arnold, Hudson And Clayton Health Centre",Community Health Center,0,St. Peter,2019-04-27,2024-06-16,"-58.87256, 13.25409",Reinspection due
HF-004815,"Hall, Phillips And Mills Clinic",Community Health Center,0,St. Michael,2021-09-24,2024-11-08,"13.00197, -58.85249",Follow-up 2023
HF-004816,"Leonard, Rangel And Arnold Health Centre",Community Health Center,0,-,2021-10-06,2025-08-12,-,Needs upgrade
HF-004817,"Richardson,-Spencer-And-Johns Hospital",Polyclinic,56,-,2020-12-17,2021-10-08,"-59.04428, 12.74772",Follow-up 2023
HF-004818,Ball-Inc,Polyclinic,468,-,2017-04-10,2019-01-13,"-59.08611, 13.10867",Good
HF-004819,"Vaughan, Elliott And Doyle Health Centre",Community Health Center,0,-,2020-01-20,2023-04-13,"131746.0, 584948.0",-
HF-004820,"Liu,-Anderson-And-Johnson Clinic",Community Health Center,462,-,2020-03-07,2023-01-31,"-59.25569, 12.8656",Needs upgrade
HF-004821,Malone-Miller Clinic,Polyclinic,258,-,2018-06-07,2023-06-10,"125526.0, 59210.0",-
HF-004822,Greene-And-Sons Medical Center,Community Health Center,197,-,2020-01-12,2021-05-11,"12.95255, -58.74039",Follow-up 2023
HF-004823,"Kim, Perez And Armstrong Hospital",Community Health Center,0,-,2018-05-07,2023-05-05,"13259.0, 585635.0",Follow-up 2023
HF-004824,"Chavez, Rodriguez And Perez Health Centre",Polyclinic,461,-,2016-06-18,2022-07-31,-,-
HF-004825,Lee Infirmary,-,342,-,2021-03-29,2021-07-15,"13.20095, -59.28791",-
HF-004826,Griffin- Clinic,Community Health Center,78,-,2017-09-02,2020-08-23,-,Good
